Borough,Primary Property Type - Self Selected,Largest Property Use Type - Gross Floor Area (sqft),Year Built,Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),District Steam Use (kBtu),Natural Gas Use (kBtu),Electricity Use - Grid Purchase (kBtu)
Bronx,Multifamily Housing,59040,1956,Not Available,Not Available,5169276.2,Not Available,Not Available,Not Available,285390.6,965957.6
Bronx,Multifamily Housing,47800,1931,Not Available,Not Available,2850796,Not Available,Not Available,Not Available,217693.9,724287.5
Bronx,Multifamily Housing,65000,1920,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5272200,839270.1
Bronx,Multifamily Housing,61708,1950,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4648741.2,916236.3
Bronx,Multifamily Housing,56300,1931,Not Available,Not Available,3839800.1,Not Available,Not Available,Not Available,239200,560987.4
Bronx,Multifamily Housing,84132,1923,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5865663.4,1103795.4
Bronx,Multifamily Housing,89915,1973,Not Available,Not Available,6643000,Not Available,Not Available,Not Available,573097,1278462.3
Bronx,Multifamily Housing,60587,1922,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,385100,699995.7
Bronx,Multifamily Housing,71169,1925,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6038720.2,1113749.4
Bronx,Multifamily Housing,81735,1966,Not Available,6791394,Not Available,Not Available,Not Available,Not Available,353615.1,1254258.3
Bronx,Multifamily Housing,69300,1937,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4972939.4,1020521.8
Bronx,Multifamily Housing,71145,1941,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5883700.1,828368.8
Bronx,Multifamily Housing,54900,1930,Not Available,Not Available,3782713.9,Not Available,Not Available,Not Available,356000,742393.2
Bronx,Multifamily Housing,73528,1937,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3937400,635314.4
Bronx,Multifamily Housing,66600,1954,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,500472.7,787373.8
Bronx,Multifamily Housing,72486,2009,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3583197.6,1097643.9
Bronx,Multifamily Housing,69960,1931,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4934481.6,1207339.1
Bronx,Multifamily Housing,72486,2009,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3901450.2,1161590.8
Bronx,Multifamily Housing,100875,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8265166.6,1323277.8
Bronx,Multifamily Housing,57620,1930,Not Available,Not Available,Not Available,3772800.6,Not Available,Not Available,269690.9,634159.8
Bronx,Multifamily Housing,50000,1940,Not Available,Not Available,5997096.2,Not Available,Not Available,Not Available,,137019.1
Bronx,Multifamily Housing,89225,1941,Not Available,Not Available,8468000,Not Available,Not Available,Not Available,1067100,1376339.4
Bronx,Multifamily Housing,66780,1953,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5778400,1099568.2
Bronx,Multifamily Housing,65100,1921,Not Available,2302530.1,Not Available,Not Available,Not Available,Not Available,677100,1596942.3
Bronx,Multifamily Housing,61048,1922,Not Available,3114957.8,Not Available,Not Available,Not Available,Not Available,1207935.5,708634.4
Bronx,Multifamily Housing,61115,1940,Not Available,Not Available,Not Available,7659466.6,Not Available,Not Available,128847,737908.1
Bronx,Multifamily Housing,68340,1948,Not Available,Not Available,3943167.9,Not Available,Not Available,Not Available,352700,807705.7
Bronx,Multifamily Housing,59570,1955,Not Available,5172998.9,Not Available,Not Available,Not Available,Not Available,400675,738547.9
Bronx,Multifamily Housing,71100,1948,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,330131.1,811289.7
Bronx,Multifamily Housing,73700,1954,Not Available,4418718.4,Not Available,Not Available,Not Available,Not Available,377618.2,1097708.8
Bronx,Multifamily Housing,47378,1955,Not Available,Not Available,Not Available,0,Not Available,Not Available,176495.9,1041363.9
Bronx,Multifamily Housing,93600,1940,Not Available,Not Available,5329145.6,Not Available,Not Available,Not Available,531503.5,1375846
Bronx,Multifamily Housing,63430,1937,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,262903.9,739977.5
Bronx,Multifamily Housing,65171,1954,Not Available,Not Available,Not Available,0,Not Available,Not Available,2006849,926657.8
Bronx,Multifamily Housing,56611,1950,Not Available,4076837.4,Not Available,Not Available,Not Available,Not Available,231022.4,749090.6
Bronx,Multifamily Housing,79380,1940,Not Available,4926061.8,Not Available,Not Available,Not Available,Not Available,263819.1,747165.9
Bronx,Multifamily Housing,64655,1923,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,620045.7
Bronx,Multifamily Housing,111355,1931,Not Available,7633663.2,Not Available,Not Available,Not Available,Not Available,383300,1080310.9
Bronx,Multifamily Housing,77000,1923,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7145400.2,1497591.6
Bronx,Multifamily Housing,74709,1924,Not Available,Not Available,4996397.6,Not Available,Not Available,Not Available,28181.8,1205056.7
Bronx,Multifamily Housing,98580,1929,Not Available,0,Not Available,Not Available,Not Available,Not Available,6195141.7,1022139.6
Bronx,Multifamily Housing,255200,1929,Not Available,23161559.2,Not Available,Not Available,Not Available,Not Available,1204500,3523040.3
Bronx,Multifamily Housing,73974,1929,Not Available,689999.9,Not Available,Not Available,Not Available,Not Available,4289000,1099810.4
Bronx,Multifamily Housing,56000,1923,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,1637760
Bronx,Multifamily Housing,79920,1923,Not Available,Not Available,Not Available,3474900,Not Available,Not Available,852996.1,1012284.3
Bronx,Multifamily Housing,98352,1923,Not Available,2083457,Not Available,Not Available,Not Available,Not Available,7092580.5,1257299.2
Bronx,Multifamily Housing,60400,1926,Not Available,3243690.1,Not Available,Not Available,Not Available,Not Available,387000,847001.7
Bronx,Multifamily Housing,88187,1923,Not Available,4034968.5,Not Available,Not Available,Not Available,Not Available,448400,1217892.9
Bronx,Multifamily Housing,56250,1922,Not Available,4735194.3,Not Available,Not Available,Not Available,Not Available,4893495.4,1495127.5
Bronx,Multifamily Housing,80889,1933,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2779500.2,1184373.4
Bronx,Multifamily Housing,66000,1925,Not Available,Not Available,8186014.9,Not Available,Not Available,Not Available,,1014433.8
Bronx,Multifamily Housing,56265,1924,Not Available,4729260,Not Available,Not Available,Not Available,Not Available,453200,870288.6
Bronx,Multifamily Housing,56910,1923,Not Available,Not Available,4587319.7,Not Available,Not Available,Not Available,458400,885721.1
Bronx,Multifamily Housing,51966,1930,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3720841.5,700911.1
Bronx,Multifamily Housing,50676,2012,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2234859.7,1518059.7
Bronx,Multifamily Housing,67000,1960,Not Available,2557899,Not Available,Not Available,Not Available,Not Available,,653284
Bronx,Multifamily Housing,60775,1927,Not Available,Not Available,0,Not Available,Not Available,Not Available,3078427.4,91426.7
Bronx,Multifamily Housing,65100,1937,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6130306.6,766321
Bronx,Multifamily Housing,50000,1961,Not Available,Not Available,Not Available,0,Not Available,Not Available,5010741,783867.3
Bronx,Multifamily Housing,107000,1963,Not Available,Not Available,Not Available,7127894.8,Not Available,Not Available,,1648209.5
Bronx,Multifamily Housing,47500,1961,Not Available,7933758.1,Not Available,Not Available,Not Available,Not Available,,792735.4
Bronx,Multifamily Housing,56022,1928,Not Available,Not Available,4003466.1,Not Available,Not Available,Not Available,,695352.3
Bronx,Multifamily Housing,63836,1927,Not Available,Not Available,Not Available,5841000.2,Not Available,Not Available,286120,842219.8
Bronx,Multifamily Housing,61286,1927,Not Available,Not Available,Not Available,5607449.9,Not Available,Not Available,241901,737374.4
Bronx,K-12 School,55650,1970,Not Available,0,0,Not Available,Not Available,Not Available,2673818.5,555116.3
Bronx,Multifamily Housing,67500,1900,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8332130.7,122299
Bronx,Multifamily Housing,129000,1956,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12044569.9,3262376.5
Bronx,Multifamily Housing,93000,1963,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5515257.6,1635970
Bronx,Multifamily Housing,66822,1929,Not Available,0,Not Available,Not Available,Not Available,Not Available,6214376,872789.1
Bronx,Multifamily Housing,100333,1936,Not Available,Not Available,6619318.9,Not Available,Not Available,Not Available,339768.2,1148539.7
Bronx,Multifamily Housing,81060,1941,Not Available,Not Available,Not Available,4412548.2,Not Available,Not Available,260738,869841.4
Bronx,Multifamily Housing,62563,1939,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5751334.7,680111.9
Bronx,Multifamily Housing,150135,1956,Not Available,Not Available,11056853.8,Not Available,Not Available,Not Available,612307,3383794.9
Bronx,Multifamily Housing,77640,1924,Not Available,Not Available,6923465.9,Not Available,Not Available,Not Available,594500,1129300.3
Bronx,Multifamily Housing,77000,1965,Not Available,Not Available,Not Available,5172929.8,Not Available,Not Available,,979912
Bronx,Multifamily Housing,78162,1938,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5878999.9,1167170.1
Bronx,Multifamily Housing,95921,1928,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5632342,1016689.1
Bronx,Multifamily Housing,83215,1936,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5444109.9,978668.4
Bronx,Multifamily Housing,70763,1963,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5139136.5,1206077.9
Bronx,Multifamily Housing,105846,1925,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,488631.3,1383552.6
Bronx,Multifamily Housing,93000,1928,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6181600.2,1245489.2
Bronx,Multifamily Housing,73794,1924,Not Available,7933827,Not Available,Not Available,Not Available,Not Available,313900,1122687.9
Bronx,Multifamily Housing,224000,1922,Not Available,10773177,Not Available,Not Available,Not Available,Not Available,1043800,2215882.5
Bronx,Multifamily Housing,89580,1926,Not Available,0,Not Available,Not Available,Not Available,Not Available,5920405,1051141.1
Bronx,Multifamily Housing,53575,1936,Not Available,3581790,Not Available,Not Available,Not Available,Not Available,248400,697880.2
Bronx,Multifamily Housing,52758,1932,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4227100,711439.5
Bronx,Multifamily Housing,53406,1940,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3513300,741315
Bronx,Multifamily Housing,79600,1927,Not Available,Not Available,7187200,Not Available,Not Available,Not Available,568899.9,1099752.5
Bronx,Multifamily Housing,100282,1928,Not Available,Not Available,7028483.9,Not Available,Not Available,Not Available,386300,1151850.3
Bronx,Multifamily Housing,62548,1920,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4242200.1,793641.4
Bronx,Multifamily Housing,74293,1932,Not Available,Not Available,0,Not Available,Not Available,Not Available,7131802.5,1182411.9
Bronx,Multifamily Housing,77850,1940,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4523513,865026
Bronx,Multifamily Housing,68512,1937,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5383699.8,902648.1
Bronx,Multifamily Housing,49000,1920,Not Available,Not Available,2568578.2,Not Available,Not Available,Not Available,952233.8,1766936
Bronx,Multifamily Housing,86766,1938,Not Available,Not Available,6693076.7,Not Available,Not Available,Not Available,269400,1030345.6
Bronx,Multifamily Housing,67320,1939,Not Available,Not Available,6017974.4,Not Available,Not Available,Not Available,527200,1320010.7
Bronx,Multifamily Housing,68670,1925,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6325926.3,1014163
Bronx,Multifamily Housing,52668,1933,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4113487.5,642826.6
Bronx,Multifamily Housing,102412,1932,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9340548.7,1394280.9
Bronx,Multifamily Housing,66836,1941,Not Available,207000,4937573.9,Not Available,Not Available,Not Available,316000,819985.5
Bronx,Multifamily Housing,70780,1941,Not Available,Not Available,Not Available,5073906.9,Not Available,Not Available,440716,1757787.8
Bronx,Multifamily Housing,68827,1941,Not Available,276000,6526637.8,Not Available,Not Available,Not Available,455200,1092867
Bronx,Multifamily Housing,58232,1938,Not Available,Not Available,942543,Not Available,Not Available,Not Available,3730175.1,670425.4
Bronx,Multifamily Housing,94250,1928,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6281800,1043034.7
